"EN_source"	"ZGH_target"
"to look out (window)"	"agg"
"to loosen"	"silw; sry"
"to lose"	"zl"
"to lose (a game)"	"xsr"
"to love"	"tiri"
"to lower"	"naqs; sigz"
"to lull (a baby)"	"srurd"
"to magnify"	"sxitr"
"to maintain"	"Hafd (ġif)"
"to make"	"skr; Hiyya"
"to make a mistake"	"xďu"
"to make a woman pregnant (man)"	"ssirw"
"to make bigger"	"sxitr"
"to make deep"	"zzdr"
"to make difficult"	"ššqu"
"to make difficult"	"ssuعr"
"to make dizzy"	"sduhdu"
"to make drink"	"ssu"
"to make drop"	"srdl"
"to make easy"	"swhn"
"to make enter"	"skjm"
"to make excuses"	"şşعdr"
"to make expensive"	"sġlu"
"to make faces"	"smjkr"
"to make fall"	"srdl"
"to make fun"	"sţs"
"to make fun of"	"ţs xf"
"to make graze"	"siuġ"
"to make ill"	"smrď"
"to make late"	"sعţţr"
"to make laugh"	"sţs"
"to make leave"	"sufġ"
"to make loud"	"jhd i"
"to make melt"	"sfsi"
"to make money"	"rbH"
"to make move"	"ssudu"
"to make noise"	"sďďع"
"to make noise (like fingernails on a chalkboard)"	"grurs"
"to make pleasant conversation"	"šršq"
"to make pop"	"sbďi"
"to make quiet"	"sfst"
"to make ready"	"siyujd"
"to make someone's nose bleed"	"swunzr"
"to make something go together"	"smun"
"to make something happen, by force"	"g ddrع"
"to make something the same"	"siksil"
"to make stop"	"sbdd"
"to make tea"	".عmmr atay"
"to make tired"	"swHl"
"to make understood"	"sfhm"
"to make warm"	"ssrġ"
"to mark"	".عllm"
"to marry"	"awl; tahl"
"to massage"	"dllk"
"to masturbate"	"ut (conj) tizzt; kfft**"
"to masturbate (men)"	"ut (conj) tummizt"
"to measure"	".عbr"
"to mediate"	"şalH"
"to meet"	"jmع d"
"to meet (by coincidence)"	"mjmaع d"
"to meet (with people)"	"mjmaع"
"to melt"	"fsi"
"to memorize"	"Hfď"
"to menace"	"ggal g"
"to mess up"	"krfs"
"to milk"	"zzg; zziy"
"to miss (a bus)"	"zri (reflexive)"
"to miss (someone/something)"	"tnġa* taġufi n"
"to mix"	"ssur; xllţ"
"to moan"	"smumi"
"to mold"	"ġml"
"to monitor"	"Hďu"
"to move"	"matti"
"to move (in place)"	"mštg"
"to move (residence)"	"rHl"
"to move away from"	"dirz"
"to move something"	"smatti"
"to multiply (be fruitful) (agriculture)"	"xlf"
"to multiply* (numbers)"	"ut ...g..."
"to murder"	"nġ"
"to name"	"g ism"
"to need"	"Htadja; xssa"
"Unnamed: 0"	"(reflexive)"
"to obey"	"ţaع"
"to oblige*"	"bzz'z"
"to observe*"	"laHď"
"to occupy"	".عmmr adġar"
"to occur"	"jru"
"to offend"	"sxsr lxaţr i"
"to offer"	"hdu"
"to open"	"anf; rzm"
"to operate"	"ftH"
"to organize"	"nďďm"
"to owe"	"dfar"
"to own"	"mlk"
"to pacify"	"shddn"
"to pack"	"jm;ع skutr; smun; smutr"
"to paint"	"bntr; şbġ"
"to pant"	"sHuntfs"
"to pardon"	"samH"
"to part"	"bďu"
"to participate"	"umu"
"to pass"	"zri"
"to pass a test"	"njH"
"to pass by"	"zri"
"to pay"	"xllş; fru"
"to pay attention"	"rar lbal"
"to peel"	"qššr"
"to peel (an egg)"	"zlm"
"to perform surgery"	"ftH"
"to perish"	"nHufru"
"to photograph"	"şwr"
"to pick up"	"asi"
"to pierce"	"nqb"
"to place"	"srs"
"to plant"	"zzu"
"to play"	"lعb; hďr"
"to please someone"	".عjb* i (reflexive)"
"to plow"	"krz"
"to plug a hole"	"msl"
"to poop"	"mmas; g (conj) brra; g (conj) ixan"
"to pop (on its own)"	"bbďi"
"to pop something"	"sbbďi"
"to pound"	"ddz"
"to pour"	"ffi; xwu"
"to practice"	"lmd"
"to praise"	"škr"
"to pray"	"zzal"
"to pray for something"	"dعu"
"to precede"	"zwur"
"to prefer"	"fďďl"
"to prepare"	"sujd"
"to press"	"zyr"
"to prevent"	"mnع"
"to prevent someone from doing something"	"sHrm"
"to profit"	"rbH; snfع"
"to progress"	"zayd s dat"
"to prohibit"	"mn;ع sHrm"
"to promise"	"qawl"
"to protect"	"Hďu"
"to pull"	"jbd"
"to punch"	"ut (conj) s lbuniya"
"to punish"	".عaqb; wt"
"to push"	"df;ع dHi"
"to put down"	"srs"
"to put in"	"gr s"
"to put in charge"	"kllf"
"to put on"	"ls"
"to put on a belt"	"Hzzm"
"to put out"	"sxsi"
"to put together (from parts)"	"zdiy"
"to quarel"	"nnaġ"
"to quiet"	"fst"
"to rain"	"iwt unzar"
"to raise"	"sbd"
"to raise (children, livestock)"	"sxitr"
"to raise (hand)"	"asi afus"
"to rape"	"ġtaşb"
"to reach"	"awď; lkm"
"to read"	"ġr"
"to receive"	"amz"
"to recite"	".عrď"
"to recognise"	"akz"
"to record"	"sjjl"
"to recover"	"jji"
"to reduce"	"naqs"
"to refuse (not want)"	"ur iri"
"to register"	"zmm'm; qyyd"
"to regret"	"griz (reflexive); ndm"
"to relax"	"rtaH; swunfu"
"to release"	"rzm"
"to remain"	"qqim"
"to remember"	".عqql; kti"
"to remind"	"sktiy"
"to remove"	"kks"
"to renew"	"jdd'd"
"to rent"	"kru"
"to repair"	"hiya; skr"
"to repeat"	".عawd"
"to repent"	"tub"
"to reply"	"jawb"
"to request"	"ttr"
"to resemble"	"aġ; iksil"
"to reside"	"zdġ"
"to resolve"	"fukku"
"to respect"	"Htarm"
"to rest"	"swunfu"
"to retire"	"amz lintrit"
"to return"	".عayd; aġul"
"to return something"	"rar"
"to reverse"	"aġul tiġurdin"
"to review"	"rajع"
"to ride"	"ni"
"to ridicule"	"sعib"
"to rinse"	"slil"
"to rise (get up)"	"nkr"
"to rise (sun)"	"ali"
"to rob"	"akr"
"to roll (ball)"	"duwr"
"to roll (rug, etc.)"	"jjmع"
"to roof*"	"sqqf"
"to rot"	"xmj"
"to rub"	"mri"
"to run"	"azl; rwl"
"to run away"	"azl"
"to run out of"	"smur"
"to rush"	"sddrf"
"to rust"	"sdda"
"to save"	"Hďu"
"to say"	"ini"
"to scare"	"siwd"
"to scatter"	"zllع"
"to score"	"sjjl"
"to scratch"	"kmz; xbš; xmz"
"to scream"	"sġuy"
"to scrub"	"mri"
"to see"	"annay; raعa; sksw; zr"
"to see one another"	"myinniy"
"to seek"	"inig; ttr"
"to seem"	"dhar (relexive)"
"to sell"	"znz"
"to send"	"azn"
"to sentence (court)"	"Hkam"
"to separate"	"bďu; frrq; sti"
"to serve"	"srba"
"to set a bone (close)"	"qqn"
"to settle"	"zdġ"
"to sew"	"gnu; jnu"
"to shake"	"ryij; sus"
"to shake hands with/greet each other"	"msllam"
"to share"	"ssur; ššur"
"to sharpen"	"ššwu"
"to shave"	"ġrn; Hssn"
"to shell grains"	"snj""m"
"to shepherd"	"ks"
"to shift (car gears)"	"xllf"
"to shine (sun)"	"sfliliy"
"to shiver"	"rgigi"
"to shoot"	"ut"
"to shop"	"tqaďa"
"to shorten"	"smziy"
"to shout"	"sġuy"
"to show"	"snعt"
"to shower"	"dwš"
"to shrink"	"mziy"
"to shrink (something swollen)"	"xsi"
"to shut"	"qqn"
"to shut up"	"fst"
"to sift"	"ssif"
"to sign"	"snya"
"to silence"	"sfst"
"to simplify"	"suhn"
"to sing"	"ġnna"
"to sink"	"ġrq"
"to sit"	"qqim; ut aġujdim"
"to skin"	"uzu"
"to skin (i.e. knee, on person )"	"ššnšf"
"to slap"	"amd abariq"
"to slaughter"	"ġrs"
"to sleep"	"gn; gun"
"to sleep (babies)"	"habuš"
"to slide"	"ššď"
"to slip"	"ššţ"
"to smash"	"ddz"
"to smear"	"ams"
"to smell"	"kďu; šţu"
"to smell bad"	"jj""u"
"to smell good"	"jju"
"to smile"	"ţs"
"to smoke"	"kmi"
"to sneak"	"lkks"
"to sneeze"	"ut (conj) tinzi"
"to sniff (i.e. cold)"	"sxinfir"
"to snore"	"sxuri"
"to soak*"	"rqqd"
"to sodder"	"lHm"
"to speak"	"sawl; siwl"
"to spell"	"sftu"
"to spend money"	"sxsr lflus"
"to spend the night"	"ns"
"to spend time"	"zri luqt"
"to spill"	"nġl"
"to spin"	"ml'lly"
"to spin wool"	"llm"
"to spit"	"sufs; sutf"
"to spoil"	"xsr"
"to spoil (i.e. plans)"	"sxsr"
"to sprain"	"lġzm"
"to spray"	"ršš"
"to spray (insecticide)"	"şuţ"
"to spread"	"fsr"
"to spread out"	"ġrď"
"to sprout"	"mġi"
"to squat"	"qqim xf tiġiġiyin; ut (conj) tiġuzvav"
"to squeeze"	".عşr; ziyr; zm"
"to stain"	"slġ"
"to stamp"	"ţbع"
"to stand"	"bdd; nkr"
"to stand (i.e. I can't stand you)"	"Hml (always negative)"
"to start"	"bdu"
"to start awake"	"fafa"
"to startle"	"sduy"
"to starve"	"mt s laz"
"to stay"	"qqim"
"to stay up late"	"muyd"
"to steal"	"akr"
"to step on"	"akl xf"
"to step over"	"sġl"
"to stick"	"sslġ"
"to still be"	"sul"
"to sting"	"qqs"
"to stink"	"jj""u; xmj"
"to stir"	"Hrrk; smštg"
"to stop"	"bdd; Hasr; Hbs"
"to stop doing something"	"rsa"
"to stop someone from doing something"	"mnع"
"to store"	"xzn"
"to straighten up"	"smun"
"to strangle"	"Hnq; zlg"
"to stretch"	"mġrď"
"to stretch someone (in a hammam)"	"kssl"
"to strip"	".عrra"
"to study"	"ġr"
"to succeed"	"njH"
"to suck"	"ssum"
"to suck (babies on mother's breast)"	"ţd"
"to suffer"	"krfş"
"to sunbathe"	"rġ tafuyt"
"to swallow"	"lqm; zrع"
"to swear"	"ggal"
"to sweat"	".عrg"
"to sweep"	"frď; slH; šţţb"
"to swell"	"bziy"
"to swim"	".عum; ššf"
"to switch (off)"	"sxsi"
"to switch (on)"	"ssiġ"
"to take"	"amz"
"to take away"	"awi; kks"
"to take care"	"thlla"
"to take care of"	"qabl"
"to take charge of"	"kllf"
"to take initiative"	"zعm"
"to take off (clothes)"	"ks"
"to take out"	"sufġ"
"to take pictures"	"şuwr"
"to talk"	"sawl"
"to talk about"	"sawl xf"
"to talk in sleep"	"sbrtu"
"to tangle"	"šbbk"
"to tape (record)"	"sjjl"
"to tape (scotch)"	"lşşq"
"to taste"	"arm; mďi; mţi"
"to teach"	".عllm; sġr"
"to teach a lesson (figurative)"	"ššعf"
"to tear"	"bbi"
"to tease"	"hdr; tflla"
"to telephone (call)"	"g ttilifun"
"to tell"	"ini"
"to tempt"	"g lġrr"
"to tend house"	"qabl"
"to think"	"fkkr; xxm'm"
"to think (an opion)"	"ġal"
"to think something mistakenly"	"ġal"
"to threaten (someone)"	"ggal g"
"to thresh"	"srut"
"to throw"	"gr; zrď"
"to throw (against something)"	"ġrf i"
"to throw out"	"gr s"
"to throw out (liquid)"	"nġl"
"to throw something into a hard surface"	"ġrf"
"to tickle"	"g tiglgaď"
"to tie"	"ass; Hzzm"
"to tie (i.e. cow)"	"krf"
"to tie closed"	"jnnţ"
"to tighten"	"zyyr"
"to torture"	".عddb"
"to touch"	"ggr; ţţas"
"to trace"	"rsm"
"to trade"	"smbddl"
"to transfer"	"Hwwl"
"to translate"	"trjm"
"to travel"	"safr"
"to tremble"	"rjij"
"to trick"	"qulb; skr-t i ka"
"to trip"	"nqr"
"to trust"	"amn"
"to trust each other"	"miyaman"
"to try"	"arm; Hawl"
"to try on"	"arm; jrrb"
"to turn"	"brrm; dur"
"to turn around"	"ml'lly"
"to turn down (volume)"	"naqs"
"to turn off"	"sxsi"
"to turn on"	"šعl; ssiġ"
"to turn over"	"nqlb"
"to turn something over"	"snqlb"
"to twist"	"smunď"
"to type"	"ara"
"to understand"	"fhm"
"to unfold"	"ġrd"
"to unlock"	"rzm"
"to unpack"	"xwu"
"to untie"	"rzm"
"to upset (somone)"	"sqllq"
"to urinate"	"bzd; g (conjugate) abzzid; g (conjugate) aman"
"to use"	"stعml; sxdm"
"to use incense to make smoke"	"bxxr"
"to use up"	"smur"
"to vaccinate"	"jlb; wzi; g (conj) tissmi"
"to visit"	"k"
"to visit (saint)"	"zur"
"to vomit"	"rar; shušr"
"to vote"	"şwwt"
"to wait"	"qql; şbr; ššur; ggan"
"to wake someone"	"snkr"
"to wake up"	"nkr"
"to wake up (open eyes)"	"fafa"
"to walk"	"nzuġ"
"to walk (go)"	"ddu"
"to walk around"	"ďur"
"to want"	"iri"
"to warm something"	"ssrġ; sHmu"
"to warn"	".عlm"
"to wash"	"şbbn; sird"
"to waste"	"sxsr"
"to watch"	"frrj; mmatr"
"to water"	"ssu"
"to water (something)"	"ssuw"
"to wave"	"šyyr"
"to wear"	"ls"
"to weave"	"gr asţţa; zď"
"to weep"	"al"
"to weigh"	".عbr; wzn"
"to welcome"	"rHHb; rHHb s"
"to wheeze"	"sHirri"
"to whisper"	"sHissi"
"to whistle"	"şffr; sinşg"
"to widen"	"ssusع"
"to win"	"rbH"
"to wink"	"ġmz; qqn (conj) tiţ"
"to wipe"	"sfď"
"to wipe dry"	"zwu"
"to wish"	"tmnna"
"to wither"	"sllaw"
"to witness"	"šhd"
"to wonder at"	"rعb"
"to work"	"xdm"
"to work hard (v)"	"jrrd"
"to worry"	"qllq"
"to worship"	".عbd"
"to wound"	"jrH"
"to wrap"	"duar"
"to write"	"ara; ktb; uru"
"to write (a note)"	"m'rka"
"to write (official documents)"	"zm'm"
"to write down (legal)"	"qiyd"
"to yawn"	"fa"
"to yell"	"sġuy"
"toad"	"alfsa"
"tobacco"	"tabaġġa"
"today"	"assa; assad; assddġ; asttx"
"toe"	"tifdnt"
"toenail"	"iskr"
"toenails"	"askarn"
"toes"	"tifdnin"
"toilet paper"	"papiyi jinik"
"tomato"	"matiša"
"tomb"	"aguram"
"tomorrow"	"aska"
"tongue"	"ils"
"tooth"	"uxs"
"toothbrush"	"šita n tuġmas; šita n tuxsin"
"toothpaste"	"dontifriz; dwa n imi; dwa n tuġmas"
"toothpick"	"akšut n tuġmas; lmswak"
"Torah"	"torat"
"tourist"	"turist"
"towel"	"lfuţa"
"traditional birth attendant*"	"lqabla"
"traditions"	"lعwayd"
"trail"	"tamadla"
"train"	"llmašina; ttran"
"train station"	"lagar n ttran"
"training"	"lfurmasyun"
"translation"	"tarjama"
"transportation"	"lmrkub"
"transportation money"	"lmrkub"
"trap"	"qrra; taqbut"
"trash"	"aşlaH; lkurfi; zzbl"
"traveling"	"safar"
"travels (n)"	"tHawis"
"tray"	"şşinit"
"treasurer"	"amin lmal"
"treatment, medical"	"asafar"
"tree"	"asklu; šjrt"
"trees"	"iskula; ššjari"
"trial (court)"	"lmuHakama"
"triangle"	"mutllat"
"tribe"	"taqbilt"
"trip (n) (travel)"	"ddura"
"troublemaker"	"aškam"
"trough"	"ššarij"
"true"	"maعqul"
"trunk (of vehicle)"	"lkuf; lkufr"
"trust"	"laman; ttiqa"
"truth"	"nniyt"
"truthfully"	"s nniyt"
"t-shirt"	"triku"
"Tuesday"	"tlati"
"tunnel"	"lġar"
"turban"	"arzzuy; taHramt; tašdat"
"turkey"	"bibi"
"turkies"	"id bibi"
"turmeric"	"lxrqum"
"turn (when waiting in line)"	"afalis"
"turn to make a meal"	"tirmt"
"turnip"	"luft; taluftin; tilkmin"
"turnips"	"talftin; tirkmin"
"turquoise"	"ašibi"
"turtle"	"bu tagant; išfr; kfrun"
"tweezers"	"tiġumdin"
"twenty minutes"	"tulut"
"twice"	"snat tikal"
"twine"	"şşabra"
"twins"	"ikniwn"
"type (of thing)"	"nuع"
"typhoid fever"	"asgun"
"umbilical cord"	"tabuţ; tavut; timit"
"umbrella"	"lmďl; mďlla"
"uncle (on fathers side)"	".عmmi"
"uncle (on mothers side)"	"xali"
"under"	"ddaw"
"underwear"	"lgrşun; slip"
"universe"	"ddunit"
"university"	"ljamiعa"
"unless"	"mgur; xs mš"
"unmet expectation (n)"	"anaruz"
"until"	"allig; ar; arij"
"up"	"afla"
"upon"	"ġif"
"urine"	"abzid; ibzdan"
"us"	"nkni"
"us (direct obj. pronoun)"	"-aġ"
"usually"	"ġaliban"
"utensils, kitchen"	"irukutn"
"uterus"	"lwalda"
"vaccination"	"awzay"
"vagina"	"abšiš; abšši; aHtšun; tabšit"
"vagina (figurative)"	"bu mnqar"
"vegetables"	"lxuďrt"
"vehicles"	"lHadid"
"veil, bridal"	"aعbruq"
"veins"	"izuġran"
"verb"	"lfiعl"
"verdict"	"lHukm"
"vermicelli"	"šعria"
"vertigo"	"dux"
"very"	"bzzaf; gudin; kigan"
"vice president"	"nayb n rryss"
"view"	"lmnďr"
"village"	"aduar; iġrm"
"vine"	"ddilit"
"vinegar"	"lxll"
"virgin"	"tamwudt"
"voice"	"awal"
"vomit"	"iriran; ishukurn"
"voyage"	"safar"
"vulture"	"tamdda"
"vulva"	"abši"
"waist"	"lHzam"
"wait (command)"	"aġ lHil; bllati"
"waiter"	"lgarşun"
"walk (n)"	"tanzġa"
"walking stick"	"taġruyt"
"wall"	"agadir; aġrab; ayadir"
"wallet"	"labzdam; lbzţam"
"walls"	"iwudar"
"walnuts"	"dduj"
"war"	"lHarb"
"warp threads"	"iġrisn"
"wart"	"tifiţlt; tulal**"
"warts"	"tifatliwin"
"washboard"	"lfrraka"
"washing (n)"	"tarda"
"wasp"	"irzzi"
"watch"	"lmagana; tassaعt"
"watch out!"	"rar lbal; aHH nk/nm!; xiram/xirak; .عndak/عndaki**"
"water (n)"	"aman"
"water bugs"	"ibxaš"
"water fountain, public"	"sqaya"
"water heater"	"ššufu"
"water jug, clay"	"taHnut"
"water, dirty"	"rkkizn"
"waterfall"	"šlalat"
"we"	"nkni"
"weak"	"ulwu"
"weakness"	"lعib"
"weather"	"lju"
"weather forecast"	"ţţaqs"
"weaving (n)"	"tizdit"
"wedding"	"tamġra"
"wedding dress"	"aHruy"
"wedding song"	"aHidus"
"wedding songs"	"izlan"
"Wednesday"	"larbع"
"weeds"	"tuga"
"week"	"imalas; ssimana"
"week before last"	"ssimana nna izrin"
"welcome"	"marhaba"
"welcome back"	".عlslama"
"welder"	"aHddad; amzil; sudur"
"well, water"	"anu; una"
"well, water (small)"	"tanut"
"west"	"lġrb"
"what"	"mayd"
"what (in affirmative sentences)"	"ayna"
"what (interrogative)"	"mayd"
"what else?"	"d mi"
"what God provides humans and animals (i.e. food, salary, etc.)"	"rzaq"
"what, with (interrogative)"	"mas"
"whatever"	"ayna"
"wheat"	"irdn"
"wheat, finely ground"	"ibrin"
"wheelbarrel"	"lbrrwida; lbrwiţa"
"when (interrogative)"	"mantur; matta luqt"
"when (relative)"	"aday; luqt na; nag"
"where (interrogative)"	"mani; manza"
"where...from"	"umi; utmi"
"which (interrogative)"	"matta"
"which (relative)"	"naġ"
"who (interrogative)"	"mayd; mayd igan"
"who (relative, general)"	"na"
"whoever"	"una"
"whole"	"kulu"
"whom, to (interrogative)"	"nami"
"whom, to (relative)"	"mami"
"whom, with (interrogative)"	"dmi"
"whooping cough*"	"lعwwaya"
"why (interrogative)"	"maxf alij"
"why (relative)"	"alig"
"why not?"	"ima; uma"
"wick"	"taftilt"
"wide"	"yusع"
"wife"	"luliyt; tamtut"
"wild boar"	"ablxir"
"wildlife"	"luHuš"
"winch"	"lforj"
"wind"	"azwu; tirmi"
"window"	"šrjm; talšiwt"
"window, small"	"talkiwit"
"windshield"	"parpriz"
"wine"	"šrab"
"wing"	"ifrr"
"wings"	"ifrawn"
"winter"	"tagrst"
"wire (for hanging clothes)"	"ifilu"
"wire (i.e. electric)"	"lxit"
"wire (n)"	"sslk; sslš"
"wish (n)"	"anurz; tmnna**"
"with"	"d; s"
"without"	"bla; tar; war"
"without it (I don't want it)"	"blaš"
"witness (n)"	"iniji; ššahd**"
"wolf"	"ušn"
"wolves"	"ušan"
"woman"	"luliyt; tamġart; tamtut"
"woman in last days of pregnancy"	"surug (conj in present)"
"woman, old"	"tafqirt; tamġart"
"women"	"timġarin; tiwtmin; tayyitšin"
"wood"	"akšud; akšut"
"wood (for building, i.e. 2x4)"	"blanša"
"wood (pl)"	"ikšudn"
"wool"	"ţadohţ"
"word"	"awal; kilima"
"work (n)"	"lxdmt; tawuri"
"work, difficult labor (n)"	"tamara"
"worker, field"	"axmas"
"world"	"ddunit; lعalam"
"worm"	"tawkka"
"worm (in animals' intestines)"	"sinta"
"worm, in mud"	"azrm"
"worms"	"izrman; tiwkkiw"
"worthless"	"ur su (conj in past)"
"wound"	"ljrH"
"wrestling (n)"	"tiġilt"
"wrist"	"tmšt n ufus"
"writing (n)"	"tirra"
"wrong (not true)"	".عanwa"
"yard"	"jjrda"
"year"	"asggas"
"years"	"isggasn"
"yeast"	"taxmirt"
"yell (to someone)"	"sġwi"
"yellow"	"awraġ"
"yes"	"iyyah"
"yes? (not as an"	"nعam?"
"yesterday"	"asant; asnat; itlli"
"yield the way"	"atm; bala"
"yogurt"	"ďanon"
"yolks (for animals"	"tiltatin"
"you (F)"	"kmin"
"you (F) (direct obj."	"-km"
"you (F) (indirect obj."	"-am"
"you (F, pl) (direct obj."	"-knt"
"you (F, pl) (indirect"	"-awnt"
"you (M)"	"ky"
"you (M)"	"kyin"
"you (M) (direct obj."	"-k"
"you (M) (indirect obj."	"-ak"
"you (M, pl) (direct obj."	"-kn"
"you (M, pl) (indirect"	"-awn"
"you (pl) (F)"	"knimti"
"you (pl) (M)"	"knni"
"your (F)"	"-nm"
"your (F, pl)"	"-nknt"
"your (M)"	"-nk"
"your (M, pl)"	"-nun"
"you're welcome"	"bla jamil; la šukran ala"
"(response to šukran)"	"wajib"
"yours (F)"	"win-nm/tin-nm"
"yours (F, pl)"	"win-nknt/tin-nknt"
"yours (M)"	"win-nk/tin-nk"
"yours (M, pl)"	"win-nun/tin-nun"
"youth"	"ššbab; tamzi"
"zero"	"sifr"
"zipper"	"ssnslt"
"zoo"	"lHadiqa n lHayawan"
